tube_assembly_id,comp_weight
TA-15682,0.21
TA-15683,0.122
TA-15684,0.092
TA-15685,0.092
TA-15686,0.042
TA-15687,0.324
TA-15688,0.324
TA-15689,0.042
TA-15690,0.11
TA-15691,0.122
TA-15692,0.122
TA-15693,0.181
TA-15694,0.122
TA-15695,0.122
TA-15696,0.685
TA-15697,0.685
TA-15698,0.679
TA-15699,0.314
TA-15700,0
TA-15701,0
TA-15702,0
TA-15703,0.166
TA-15704,0.405
TA-15705,0.149
TA-15706,0.059
TA-15707,0
TA-15708,0.358
TA-15709,0.358
TA-15710,0.264
TA-15711,0.018
TA-15712,0.387
TA-15713,0.168
TA-15714,0.21
TA-15715,0.21
TA-15716,0.166
TA-15717,0.166
TA-15718,0.042
TA-15719,0.096
TA-15720,0.042
TA-15721,0.387
TA-15722,0.122
TA-15723,0.096
TA-15724,0.048
TA-15725,0.048
TA-15726,0.042
TA-15727,0
TA-15728,0
TA-15729,0.387
TA-15730,0.187
TA-15731,0.21
TA-15732,0.21
TA-15733,0.122
TA-15734,0.122
TA-15735,0.136
TA-15736,0.158
TA-15737,0.21
TA-15738,0.088
TA-15739,0.445
TA-15740,0.44
TA-15741,0.387
TA-15742,0.126
TA-15743,0.122
TA-15744,0.112
TA-15745,0.323
TA-15746,0.122
TA-15747,0.128
TA-15748,0.387
TA-15749,0.028
TA-15750,0.028
TA-15751,0.028
TA-15752,0.061
TA-15753,0.11
TA-15754,0.098
TA-15755,0.11
TA-15756,0.2
TA-15757,0.1
TA-15758,1.337
TA-15759,0.999
TA-15760,0.873
TA-15761,0.999
TA-15762,0.387
TA-15763,0.324
TA-15764,0.042
TA-15765,0.122
TA-15766,0.21
TA-15767,0.124
TA-15768,0.208
TA-15769,0.166
TA-15770,0.122
TA-15771,0.124
TA-15772,0.21
TA-15773,0.092
TA-15774,0.21
TA-15775,0.21
TA-15776,0
TA-15777,0
TA-15778,0
TA-15779,0
TA-15780,0
TA-15781,0.009
TA-15782,0.402
TA-15783,0.402
TA-15784,0
TA-15785,0
TA-15786,4.493
TA-15787,0.05
TA-15788,0
TA-15789,0.05
TA-15790,0
TA-15791,0.05
TA-15792,0.05
TA-15793,0
TA-15794,0
TA-15795,0.552
TA-15796,0.397
TA-15797,0.397
TA-15798,0.308
TA-15799,0.397
TA-15800,0.096
TA-15801,0.168
TA-15802,0.096
TA-15803,0
TA-15804,0
TA-15805,0
TA-15806,0
TA-15807,0
TA-15808,0
TA-15809,0
TA-15810,0.267
TA-15811,0.523
TA-15812,0.098
TA-15813,0
TA-15814,0.02
TA-15815,0.096
TA-15816,0.096
TA-15817,0.048
TA-15818,0.096
TA-15819,0.096
TA-15820,0.096
TA-15821,0.096
TA-15822,0.096
TA-15823,0.122
TA-15824,0.096
TA-15825,0.096
TA-15826,0.096
TA-15827,0.122
TA-15828,0.096
TA-15829,0.108
TA-15830,0.098
TA-15831,0.096
TA-15832,0.096
TA-15833,0.146
TA-15834,0.146
TA-15835,0.146
TA-15836,0.146
TA-15837,0.146
TA-15838,0.124
TA-15839,0.124
TA-15840,0.324
TA-15841,0.042
TA-15842,0
TA-15843,0
TA-15844,0
TA-15845,0
TA-15846,0.057
TA-15847,1.741
TA-15848,1.741
TA-15849,1.802
TA-15850,1.359
TA-15851,1.359
TA-15852,1.418
TA-15853,1.158
TA-15854,0.903
TA-15855,0.99
TA-15856,0
TA-15857,0.041
TA-15858,0.041
TA-15859,0.08
TA-15860,0.08
TA-15861,0
TA-15862,0.21
TA-15863,0.014
TA-15864,0.014
TA-15865,0.014
TA-15866,0.014
TA-15867,0.014
TA-15868,0
TA-15869,0
TA-15870,0
TA-15871,0.041
TA-15872,0.08
TA-15873,0.08
TA-15874,0.153
TA-15875,0.312
TA-15876,0.562
TA-15877,0.124
TA-15878,0.042
TA-15879,6.31
TA-15880,0
TA-15881,2.888
TA-15882,0.234
TA-15883,0.173
TA-15884,0.096
TA-15885,0.162
TA-15886,0.096
TA-15887,0.122
TA-15888,0.122
TA-15889,0.058
TA-15890,0.096
TA-15891,0.096
TA-15892,0.096
TA-15893,0.088
TA-15894,0
TA-15895,0
TA-15896,0
TA-15897,0
TA-15898,0
TA-15899,0
TA-15900,0
TA-15901,0
TA-15902,0
TA-15903,0
TA-15904,0
TA-15905,0
TA-15906,0
TA-15907,0
TA-15908,0
TA-15909,0
TA-15910,0
TA-15911,0.098
TA-15912,0.194
TA-15913,0
TA-15914,0.204
TA-15915,0.204
TA-15916,0.096
TA-15917,0.096
TA-15918,0.021
TA-15919,0
TA-15920,0
TA-15921,2.415
TA-15922,0.014
TA-15923,4.574
TA-15924,1.591
TA-15925,1.591
TA-15926,1.591
TA-15927,1.591
TA-15928,4.574
TA-15929,2.632
TA-15930,2.632
TA-15931,2.135
TA-15932,1.424
TA-15933,0.26
TA-15934,0.446
TA-15935,0.118
TA-15936,0.446
TA-15937,0.84
TA-15938,2.382
TA-15939,0.36
TA-15940,0.21
TA-15941,0.194
TA-15942,1.238
TA-15943,0.21
TA-15944,0.1
TA-15945,0.128
TA-15946,0.122
TA-15947,0.1
TA-15948,0.1
TA-15949,0.018
TA-15950,0.018
TA-15951,0.018
TA-15952,0.018
TA-15953,0.018
TA-15954,0.096
TA-15955,0.175
TA-15956,0.334
TA-15957,2.088
TA-15958,0.018
TA-15959,0.018
TA-15960,0.018
TA-15961,0.018
TA-15962,0.018
TA-15963,0.018
TA-15964,2.088
TA-15965,0.042
TA-15966,0.096
TA-15967,0.128
TA-15968,0.122
TA-15969,0.475
TA-15970,0.018
TA-15971,0.018
TA-15972,0.018
TA-15973,0.018
TA-15974,0.018
TA-15975,2.163
TA-15976,0.21
TA-15977,0.32
TA-15978,0.32
TA-15979,0.657
TA-15980,0.64
TA-15981,0.64
TA-15982,1.424
TA-15983,1.424
TA-15984,0.117
TA-15985,0.098
TA-15986,0.096
TA-15987,3.794
TA-15988,2.447
TA-15989,0.955
TA-15990,0.042
TA-15991,0.042
TA-15992,0.096
TA-15993,0.096
TA-15994,0.096
TA-15995,0.096
TA-15996,0.096
TA-15997,1.521
TA-15998,1.521
TA-15999,0
TA-16000,0
TA-16001,0.018
TA-16002,0.018
TA-16003,0.018
TA-16004,0.018
TA-16005,0.018
TA-16006,0.018
TA-16007,0.018
TA-16008,0.018
TA-16009,0.096
TA-16010,0.098
TA-16011,0.122
TA-16012,0.358
TA-16013,0.122
TA-16014,0.122
TA-16015,0.122
TA-16016,0.122
TA-16017,0.21
TA-16018,0.128
TA-16019,0.096
TA-16020,0
TA-16021,0.172
TA-16022,0
TA-16023,0.061
TA-16024,0.122
TA-16025,0.387
TA-16026,0.387
TA-16027,0.021
TA-16028,0.021
TA-16029,2.475
TA-16030,0.376
TA-16031,0.286
TA-16032,0.594
TA-16033,0
TA-16034,0
TA-16035,0.048
TA-16036,0.03
TA-16037,0.122
TA-16038,0.122
TA-16039,0.122
TA-16040,0.122
TA-16041,0.358
TA-16042,0.358
TA-16043,0.21
TA-16044,0.475
TA-16045,0.052
TA-16046,0.042
TA-16047,0.679
TA-16048,0.177
TA-16049,0.122
TA-16050,0.324
TA-16051,0
TA-16052,0
TA-16053,0.018
TA-16054,0.042
TA-16055,0.042
TA-16056,0.042
TA-16057,0.042
TA-16058,0.069
TA-16059,0.096
TA-16060,0.324
TA-16061,0.122
TA-16062,0.096
TA-16063,0.098
TA-16064,0.048
TA-16065,0.096
TA-16066,0.041
TA-16067,0.096
TA-16068,0.122
TA-16069,0.122
TA-16070,0.096
TA-16071,0.122
TA-16072,0.4
TA-16073,0.947
TA-16074,1.8
TA-16075,0.122
TA-16076,0.124
TA-16077,0.096
TA-16078,0.096
TA-16079,0.122
TA-16080,0
TA-16081,0.21
TA-16082,0.096
TA-16083,0.042
TA-16084,0.042
TA-16085,0.042
TA-16086,0.096
TA-16087,0.069
TA-16088,0.124
TA-16089,0.122
TA-16090,0.208
TA-16091,0.298
TA-16092,0.21
TA-16093,0.21
TA-16094,0.298
TA-16095,0.298
TA-16096,0.208
TA-16097,0.324
TA-16098,0.096
TA-16099,0.096
TA-16100,0.096
TA-16101,0
TA-16102,0
TA-16103,0.14
TA-16104,0.197
TA-16105,0.197
TA-16106,0
TA-16107,0.15
TA-16108,7.556
TA-16109,0.2
TA-16110,0.069
TA-16111,0.069
TA-16112,0.042
TA-16113,0.042
TA-16114,0.098
TA-16115,0.322
TA-16116,0.702
TA-16117,0.124
TA-16118,0.124
TA-16119,0.124
TA-16120,0.124
TA-16121,0.061
TA-16122,0.042
TA-16123,0.395
TA-16124,0.042
TA-16125,0.042
TA-16126,0
TA-16127,0
TA-16128,0.076
TA-16129,0.327
TA-16130,0.324
TA-16131,0.21
TA-16132,0.21
TA-16133,0.122
TA-16134,0.122
TA-16135,0.158
TA-16136,0.158
TA-16137,0.124
TA-16138,0.124
TA-16139,0.111
TA-16140,0.358
TA-16141,0.122
TA-16142,0.416
TA-16143,0.21
TA-16144,0.649
TA-16145,0.598
TA-16146,0.402
TA-16147,0.402
TA-16148,0.402
TA-16149,0.402
TA-16150,0.402
TA-16151,0.402
TA-16152,0.402
TA-16153,0.402
TA-16154,0.402
TA-16155,0.402
TA-16156,0.402
TA-16157,0.096
TA-16158,0
TA-16159,0
TA-16160,0.596
TA-16161,0.589
TA-16162,0.096
TA-16163,0.042
TA-16164,0.042
TA-16165,0.051
TA-16166,0.06
TA-16167,0.042
TA-16168,0.042
TA-16169,0.042
TA-16170,0.042
TA-16171,0.06
TA-16172,0.051
TA-16173,0.042
TA-16174,0.051
TA-16175,0.051
TA-16176,0.051
TA-16177,0.042
TA-16178,0.051
TA-16179,0.22
TA-16180,0.229
TA-16181,0.1
TA-16182,0.098
TA-16183,0.098
TA-16184,0.323
TA-16185,0.298
TA-16186,0.208
TA-16187,0.21
TA-16188,0.166
TA-16189,0.21
TA-16190,0.21
TA-16191,0.098
TA-16192,0.1
TA-16193,0.21
TA-16194,0.298
TA-16195,0.298
TA-16196,0.21
TA-16197,0.21
TA-16198,0.088
TA-16199,0.098
TA-16200,3.014
TA-16201,0.466
TA-16202,0.324
TA-16203,0
TA-16204,0.122
TA-16205,0.128
TA-16206,0.096
TA-16207,0
TA-16208,0
TA-16209,0.327
TA-16210,0.244
TA-16211,0.096
TA-16212,0.096
TA-16213,0.21
TA-16214,0.096
TA-16215,0.108
TA-16216,0.096
TA-16217,0.096
TA-16218,0.096
TA-16219,0.096
TA-16220,0.069
TA-16221,0.098
TA-16222,0.069
TA-16223,0.088
TA-16224,0.107
TA-16225,0.06
TA-16226,0.041
TA-16227,0.041
TA-16228,0.041
TA-16229,0.096
TA-16230,0.096
TA-16231,0.096
TA-16232,0.096
TA-16233,0.096
TA-16234,0.096
TA-16235,0.122
TA-16236,0.1
TA-16237,0.387
TA-16238,0.324
TA-16239,0.324
TA-16240,0.096
TA-16241,0.112
TA-16242,0.112
TA-16243,0.098
TA-16244,0.298
TA-16245,0
TA-16246,0.042
TA-16247,0.027
TA-16248,0.107
TA-16249,0.107
TA-16250,0.122
TA-16251,2.517
TA-16252,2.517
TA-16253,0.096
TA-16254,0.076
TA-16255,0.12
TA-16256,0.324
TA-16257,1.835
TA-16258,0.062
TA-16259,0.096
TA-16260,0.096
TA-16261,0.048
TA-16262,0.048
TA-16263,0.229
TA-16264,0.075
TA-16265,0.122
TA-16266,0.122
TA-16267,0.051
TA-16268,0.042
TA-16269,0.042
TA-16270,0.042
TA-16271,0.069
TA-16272,0.042
TA-16273,1.765
TA-16274,0.096
TA-16275,0
TA-16276,0.069
TA-16277,0.069
TA-16278,0.687
TA-16279,0.249
TA-16280,0.249
TA-16281,0
TA-16282,0
TA-16283,0.069
TA-16284,0.069
TA-16285,0.069
TA-16286,0.069
TA-16287,0.069
TA-16288,0.042
TA-16289,0.166
TA-16290,0.096
TA-16291,0.028
TA-16292,0.028
TA-16293,0
TA-16294,0.06
TA-16295,1.687
TA-16296,0.03
TA-16297,0
TA-16298,0
TA-16299,0.122
TA-16300,0.166
TA-16301,1.801
TA-16302,0.124
TA-16303,0.21
TA-16304,0.208
TA-16305,0.122
TA-16306,0.21
TA-16307,0.21
TA-16308,1.982
TA-16309,0.928
TA-16310,0
TA-16311,0
TA-16312,0.021
TA-16313,0.233
TA-16314,0
TA-16315,0
TA-16316,0.294
TA-16317,0.294
TA-16318,0.873
TA-16319,1.337
TA-16320,0.111
TA-16321,0.218
TA-16322,0
TA-16323,6.378
TA-16324,0
TA-16325,0
TA-16326,0.111
TA-16327,0.056
TA-16328,0
TA-16329,1.815
TA-16330,0.141
TA-16331,1.337
TA-16332,0.873
TA-16333,0.282
TA-16334,0.45
TA-16335,0.45
TA-16336,0.45
TA-16337,0.45
TA-16338,0.122
TA-16339,0.122
TA-16340,1.246
TA-16341,1.246
TA-16342,1.246
TA-16343,1.246
TA-16344,0.21
TA-16345,4.268
TA-16346,4.342
TA-16347,4.342
TA-16348,1.496
TA-16349,0.387
TA-16350,0.08
TA-16351,0.382
TA-16352,3.723
TA-16353,0.128
TA-16354,0.118
TA-16355,0.2
TA-16356,0.099
TA-16357,0.1
TA-16358,0.23
TA-16359,0.358
TA-16360,
TA-16361,1.982
TA-16362,0.042
TA-16363,0.042
TA-16364,0.122
TA-16365,0.122
TA-16366,0.042
TA-16367,0.042
TA-16368,0
TA-16369,0.042
TA-16370,0
TA-16371,0.042
TA-16372,0.042
TA-16373,0.042
TA-16374,0.042
TA-16375,0.122
TA-16376,0.122
TA-16377,0.042
TA-16378,0.042
TA-16379,0.042
TA-16380,0.042
TA-16381,0.042
TA-16382,0.042
TA-16383,0.324
TA-16384,0.324
TA-16385,0.042
TA-16386,0
TA-16387,0.014
TA-16388,0.096
TA-16389,0.096
TA-16390,0.41
TA-16391,0.41
TA-16392,0.41
TA-16393,0.41
TA-16394,0.724
TA-16395,0.117
TA-16396,0.042
TA-16397,0.042
TA-16398,0.122
TA-16399,0.122
TA-16400,0.173
TA-16401,0.745
TA-16402,0.745
TA-16403,0.745
TA-16404,0.745
TA-16405,0.745
TA-16406,0.745
TA-16407,0
TA-16408,0
TA-16409,0.146
TA-16410,0.146
TA-16411,0.257
TA-16412,0.042
TA-16413,0.124
TA-16414,0.1
TA-16415,0.154
TA-16416,0.08
TA-16417,0.08
TA-16418,0.08
TA-16419,0.042
TA-16420,0.042
TA-16421,0.042
TA-16422,0.042
TA-16423,0.122
TA-16424,0
TA-16425,4.246
TA-16426,4.623
TA-16427,5.698
TA-16428,5.071
TA-16429,0.165
TA-16430,0.118
TA-16431,0.099
TA-16432,0.2
TA-16433,0.042
TA-16434,0.096
TA-16435,0.06
TA-16436,0.179
TA-16437,1.92
TA-16438,0.112
TA-16439,0.112
TA-16440,0
TA-16441,0.264
TA-16442,0.64
TA-16443,1.386
TA-16444,0
TA-16445,0
TA-16446,0
TA-16447,0.322
TA-16448,0.445
TA-16449,0.382
TA-16450,0.45
TA-16451,0.387
TA-16452,0.45
TA-16453,0.387
TA-16454,0.45
TA-16455,0.45
TA-16456,0.12
TA-16457,0.615
TA-16458,0.615
TA-16459,2.04
TA-16460,0.44
TA-16461,0.1
TA-16462,0.122
TA-16463,3.972
TA-16464,13.238
TA-16465,0.1
TA-16466,0.092
TA-16467,0.092
TA-16468,0.1
TA-16469,0.092
TA-16470,0.1
TA-16471,0.092
TA-16472,0.1
TA-16473,0.235
TA-16474,0.092
TA-16475,0.552
TA-16476,0.552
TA-16477,0.061
TA-16478,0.061
TA-16479,0.08
TA-16480,0.08
TA-16481,0.018
TA-16482,0.018
TA-16483,0.018
TA-16484,0.018
TA-16485,0.018
TA-16486,0.018
TA-16487,0.018
TA-16488,0.298
TA-16489,0.018
TA-16490,0.018
TA-16491,0.018
TA-16492,0.018
TA-16493,0.018
TA-16494,0.018
TA-16495,0.039
TA-16496,0.039
TA-16497,0.03
TA-16498,0.03
TA-16499,0.014
TA-16500,0.014
TA-16501,0.383
TA-16502,0.443
TA-16503,1.392
TA-16504,1.417
TA-16505,0.096
TA-16506,0.096
TA-16507,0.042
TA-16508,0.122
TA-16509,0.096
TA-16510,0.096
TA-16511,0.122
TA-16512,0.088
TA-16513,0.088
TA-16514,0.118
TA-16515,0.118
TA-16516,0.014
TA-16517,0.014
TA-16518,0.014
TA-16519,0.014
TA-16520,0.014
TA-16521,0.014
TA-16522,0.112
TA-16523,1.746
TA-16524,0.227
TA-16525,0.146
TA-16526,0.112
TA-16527,0.163
TA-16528,0.024
TA-16529,0.024
TA-16530,0.024
TA-16531,12.32
TA-16532,0.112
TA-16533,0
TA-16534,0.952
TA-16535,0.324
TA-16536,0.042
TA-16537,0.042
TA-16538,0.254
TA-16539,1.58
TA-16540,0.21
TA-16541,0.057
TA-16542,0
TA-16543,0.212
TA-16544,0.212
TA-16545,0.65
TA-16546,0.042
TA-16547,0.042
TA-16548,0.122
TA-16549,2.812
TA-16550,0.098
TA-16551,0.098
TA-16552,0.018
TA-16553,0.018
TA-16554,0.018
TA-16555,0.018
TA-16556,0.042
TA-16557,0.985
TA-16558,0.985
TA-16559,0.088
TA-16560,0.098
TA-16561,0.096
TA-16562,0.198
TA-16563,0.096
TA-16564,0.108
TA-16565,0.108
TA-16566,0.358
TA-16567,0.358
TA-16568,0.358
TA-16569,0.358
TA-16570,0.358
TA-16571,0.21
TA-16572,0.21
TA-16573,0.298
TA-16574,0.1
TA-16575,0.198
TA-16576,0.098
TA-16577,0.244
TA-16578,0.378
TA-16579,0.336
TA-16580,0.21
TA-16581,0.387
TA-16582,0
TA-16583,0
TA-16584,0.014
TA-16585,1.97
TA-16586,1.97
TA-16587,0.066
TA-16588,4.433
TA-16589,4.433
TA-16590,0.783
TA-16591,0
TA-16592,0.042
TA-16593,0.061
TA-16594,0
TA-16595,0.268
TA-16596,0.268
TA-16597,0.056
TA-16598,0.014
TA-16599,0.076
TA-16600,0.042
TA-16601,0.042
TA-16602,0.198
TA-16603,0.198
TA-16604,0.098
TA-16605,0.21
TA-16606,1.424
TA-16607,0.471
TA-16608,0.471
TA-16609,0.471
TA-16610,0.471
TA-16611,0.096
TA-16612,0.042
TA-16613,0.042
TA-16614,0.06
TA-16615,0.06
TA-16616,0.042
TA-16617,0.042
TA-16618,0.06
TA-16619,0.051
TA-16620,0.042
TA-16621,0.098
TA-16622,0.08
TA-16623,0.098
TA-16624,0.21
TA-16625,0
TA-16626,0
TA-16627,0
TA-16628,0.042
TA-16629,0.324
TA-16630,0.088
TA-16631,0.088
TA-16632,0.042
TA-16633,0.042
TA-16634,0
TA-16635,0
TA-16636,0.324
TA-16637,0.122
TA-16638,0.096
TA-16639,0.042
TA-16640,0.042
TA-16641,0.042
TA-16642,0.042
TA-16643,0.096
TA-16644,0.042
TA-16645,0.042
TA-16646,0.042
TA-16647,0.042
TA-16648,0.142
TA-16649,0.142
TA-16650,0.204
TA-16651,0.204
TA-16652,0
TA-16653,0
TA-16654,0
TA-16655,0
TA-16656,0.042
TA-16657,0
TA-16658,0
TA-16659,0
TA-16660,0
TA-16661,0
TA-16662,0
TA-16663,2.839
TA-16664,0
TA-16665,0.324
TA-16666,0
TA-16667,0
TA-16668,0.033
TA-16669,0.016
TA-16670,12.582
TA-16671,0.048
TA-16672,0.18
TA-16673,0.457
TA-16674,0.042
TA-16675,0.042
TA-16676,0.457
TA-16677,0.195
TA-16678,0.048
TA-16679,0.048
TA-16680,0.177
TA-16681,0.122
TA-16682,0.038
TA-16683,0.114
TA-16684,0.284
TA-16685,0.135
TA-16686,2.35
TA-16687,9.97
TA-16688,7.328
TA-16689,12.32
TA-16690,0.018
TA-16691,0.018
TA-16692,0.112
TA-16693,0.112
TA-16694,0.124
TA-16695,0.112
TA-16696,0.122
TA-16697,0.122
TA-16698,0.124
TA-16699,0.124
TA-16700,0.112
TA-16701,0.112
TA-16702,0.657
TA-16703,0.21
TA-16704,0.21
TA-16705,0.018
TA-16706,0.018
TA-16707,0.376
TA-16708,0.122
TA-16709,0.122
TA-16710,0.042
TA-16711,0.042
TA-16712,0.612
TA-16713,0.744
TA-16714,0.014
TA-16715,0.382
TA-16716,0.122
TA-16717,0
TA-16718,0
TA-16719,0
TA-16720,0
TA-16721,0
TA-16722,0.014
TA-16723,0.096
TA-16724,1.137
TA-16725,1.806
TA-16726,1.048
TA-16727,0.042
TA-16728,0.042
TA-16729,1.818
TA-16730,1.818
TA-16731,0.042
TA-16732,0.042
TA-16733,0.124
TA-16734,0.042
TA-16735,0.088
TA-16736,0.098
TA-16737,0.098
TA-16738,0.08
TA-16739,0.324
TA-16740,0.08
TA-16741,0.08
TA-16742,1.261
TA-16743,1.261
TA-16744,0.042
TA-16745,0.096
TA-16746,0.272
TA-16747,0.272
TA-16748,0.061
TA-16749,0.051
TA-16750,0.042
TA-16751,0.042
TA-16752,0.051
TA-16753,0.06
TA-16754,0.1
TA-16755,0.23
TA-16756,0.23
TA-16757,0.099
TA-16758,0.099
TA-16759,0.099
TA-16760,0.14
TA-16761,0.184
TA-16762,0.192
TA-16763,0
TA-16764,0.122
TA-16765,0.124
TA-16766,4.775
TA-16767,0.666
TA-16768,0.224
TA-16769,0.224
TA-16770,0.615
TA-16771,0
TA-16772,1.062
TA-16773,0.237
TA-16774,0.051
TA-16775,0.051
TA-16776,4.317
TA-16777,0
TA-16778,0.096
TA-16779,0.096
TA-16780,0.354
TA-16781,0.239
TA-16782,0.048
TA-16783,0.112
TA-16784,0.446
TA-16785,0.416
TA-16786,0
TA-16787,1.844
TA-16788,1.844
TA-16789,0.884
TA-16790,0.387
TA-16791,0.162
TA-16792,0
TA-16793,0.098
TA-16794,0.086
TA-16795,0.086
TA-16796,0.024
TA-16797,0.024
TA-16798,0.26
TA-16799,0.179
TA-16800,0.39
TA-16801,0.39
TA-16802,0.096
TA-16803,0
TA-16804,0
TA-16805,0
TA-16806,0.298
TA-16807,0.21
TA-16808,0.122
TA-16809,0.052
TA-16810,0.2
TA-16811,0.2
TA-16812,1.35
TA-16813,0.096
TA-16814,0
TA-16815,0.038
TA-16816,0.099
TA-16817,0.099
TA-16818,0.099
TA-16819,0.099
TA-16820,0.099
TA-16821,0
TA-16822,0
TA-16823,0.15
TA-16824,0.018
TA-16825,0.018
TA-16826,0.018
TA-16827,0.018
TA-16828,0.018
TA-16829,0.018
TA-16830,0.018
TA-16831,0.018
TA-16832,0.018
TA-16833,0.018
TA-16834,0.018
TA-16835,0.018
TA-16836,0.018
TA-16837,0.018
TA-16838,0.018
TA-16839,0.018
TA-16840,0.018
TA-16841,0.018
TA-16842,0.018
TA-16843,0.018
TA-16844,0.018
TA-16845,0.018
TA-16846,0.018
TA-16847,0.018
TA-16848,0.018
TA-16849,0.018
TA-16850,2.441
TA-16851,0.44
TA-16852,0.45
TA-16853,0.64
TA-16854,0.122
TA-16855,0.122
TA-16856,0.037
TA-16857,0.041
TA-16858,0.21
TA-16859,0.21
TA-16860,1.039
TA-16861,0.732
TA-16862,0.122
TA-16863,0.122
TA-16864,0.122
TA-16865,0.122
TA-16866,1.174
TA-16867,0.042
TA-16868,0.55
TA-16869,1.566
TA-16870,1.566
TA-16871,0.021
TA-16872,0.042
TA-16873,0.34
TA-16874,0.742
TA-16875,0.34
TA-16876,0.34
TA-16877,0.021
TA-16878,0.244
TA-16879,0.244
TA-16880,0.122
TA-16881,1.461
TA-16882,0.042
TA-16883,0.042
TA-16884,1.461
TA-16885,1.59
TA-16886,1.231
TA-16887,0.903
TA-16888,0.324
TA-16889,0.149
TA-16890,0.078
TA-16891,0.078
TA-16892,0
TA-16893,0.268
TA-16894,0.34
TA-16895,0
TA-16896,0.158
TA-16897,0.061
TA-16898,0.061
TA-16899,0.096
TA-16900,0.162
TA-16901,0.162
TA-16902,1.844
TA-16903,1.844
TA-16904,1.76
TA-16905,0.061
TA-16906,0.122
TA-16907,0.21
TA-16908,0.21
TA-16909,0.298
TA-16910,0.122
TA-16911,0.298
TA-16912,0.21
TA-16913,0.502
TA-16914,0.122
TA-16915,0.096
TA-16916,0.098
TA-16917,0.096
TA-16918,0.098
TA-16919,0.042
TA-16920,0.042
TA-16921,0.051
TA-16922,0.051
TA-16923,0.042
TA-16924,0.042
TA-16925,0.042
TA-16926,0.042
TA-16927,0.042
TA-16928,0.042
TA-16929,0.042
TA-16930,0.042
TA-16931,0.06
TA-16932,0.06
TA-16933,0.042
TA-16934,0.042
TA-16935,0.051
TA-16936,0.042
TA-16937,0.051
TA-16938,0.051
TA-16939,0.042
TA-16940,0.051
TA-16941,0.042
TA-16942,0.042
TA-16943,0.051
TA-16944,0.042
TA-16945,0.042
TA-16946,0.096
TA-16947,0.042
TA-16948,0.042
TA-16949,0.042
TA-16950,0.042
TA-16951,0.051
TA-16952,0.051
TA-16953,0.042
TA-16954,0.042
TA-16955,0.096
TA-16956,0.042
TA-16957,0.042
TA-16958,0.051
TA-16959,0.051
TA-16960,0.45
TA-16961,0.051
TA-16962,0.042
TA-16963,0.042
TA-16964,0.042
TA-16965,0.042
TA-16966,0.042
TA-16967,0.042
TA-16968,0.051
TA-16969,0.06
TA-16970,0.042
TA-16971,0.042
TA-16972,0.042
TA-16973,0.051
TA-16974,0.06
TA-16975,0.042
TA-16976,0.051
TA-16977,0.098
TA-16978,0.098
TA-16979,2.127
TA-16980,2.127
TA-16981,0
TA-16982,2.67
TA-16983,0
TA-16984,0
TA-16985,0.21
TA-16986,0.096
TA-16987,0
TA-16988,1.606
TA-16989,6.245
TA-16990,0.098
TA-16991,0.098
TA-16992,0.1
TA-16993,0.124
TA-16994,0.124
TA-16995,0.122
TA-16996,0.308
TA-16997,0.122
TA-16998,0.122
TA-16999,0.096
TA-17000,0.098
TA-17001,0.042
TA-17002,0.042
TA-17003,0.051
TA-17004,0.051
TA-17005,0.051
TA-17006,0.051
TA-17007,0.051
TA-17008,0.1
TA-17009,0.096
TA-17010,0.21
TA-17011,0.098
TA-17012,0.1
TA-17013,0.098
TA-17014,0.098
TA-17015,0.042
TA-17016,0.051
TA-17017,0.098
TA-17018,0.06
TA-17019,0.042
TA-17020,0.042
TA-17021,0.051
TA-17022,0.042
TA-17023,0.042
TA-17024,0.042
TA-17025,0.042
TA-17026,0.051
TA-17027,0.051
TA-17028,0.051
TA-17029,0.06
TA-17030,0.096
TA-17031,0.096
TA-17032,0.096
TA-17033,0.042
TA-17034,0
TA-17035,0.1
TA-17036,0.238
TA-17037,0.298
TA-17038,0.074
TA-17039,0.074
TA-17040,0.021
TA-17041,0.021
TA-17042,0.123
TA-17043,0.042
TA-17044,0.298
TA-17045,0.126
TA-17046,0.099
TA-17047,0.198
TA-17048,3.723
TA-17049,0.198
TA-17050,0.126
TA-17051,0.42
TA-17052,1.606
TA-17053,0.098
TA-17054,0.64
TA-17055,0.51
TA-17056,0
TA-17057,0.34
TA-17058,0.2
TA-17059,0.228
TA-17060,0.228
TA-17061,0
TA-17062,1.397
TA-17063,1.397
TA-17064,0.694
TA-17065,0.118
TA-17066,0.118
TA-17067,0.324
TA-17068,0.096
TA-17069,0.096
TA-17070,0.21
TA-17071,0
TA-17072,0
TA-17073,0
TA-17074,0.096
TA-17075,0.995
TA-17076,0.741
TA-17077,5.542
TA-17078,0
TA-17079,2.67
TA-17080,0.042
TA-17081,0.069
TA-17082,0.096
TA-17083,0.096
TA-17084,0.061
TA-17085,0.042
TA-17086,0.352
TA-17087,0.995
TA-17088,1.373
TA-17089,0.973
TA-17090,0.974
TA-17091,0.352
TA-17092,0.1
TA-17093,0.1
TA-17094,0.087
TA-17095,0.087
TA-17096,0.09
TA-17097,0.09
TA-17098,0.077
TA-17099,0.077
TA-17100,0.014
TA-17101,0.387
TA-17102,0.21
TA-17103,0.124
TA-17104,0.124
TA-17105,0.235
TA-17106,0.308
TA-17107,1.35
TA-17108,0.4
TA-17109,0.096
TA-17110,0.096
