,tube_assembly_id,material_id,diameter,wall,length,num_bends,bend_radius,end_a_1x,end_a_2x,end_x_1x,end_x_2x,end_a,end_x,num_boss,num_bracket,other
16247,TA-16248,SP-0029,12.7,1.24,49.0,3,38.1,N,Y,N,N,EF-003,EF-017,0,0,0
16248,TA-16249,SP-0029,12.7,1.24,77.0,6,38.1,N,Y,N,N,EF-003,EF-017,0,0,0
16249,TA-16250,SP-0029,19.05,2.11,38.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16250,TA-16251,SP-0048,31.75,3.96,145.0,5,63.5,N,N,N,Y,EF-012,EF-012,0,0,0
16251,TA-16252,SP-0048,31.75,3.96,145.0,5,63.5,N,N,N,Y,EF-012,EF-012,0,0,0
16252,TA-16253,SP-0029,12.7,1.65,93.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
16253,TA-16254,SP-0035,12.7,1.24,58.0,4,25.4,N,N,N,N,EF-018,EF-018,0,0,0
16254,TA-16255,SP-0029,101.6,1.65,100.0,1,101.6,N,N,N,N,EF-017,EF-017,1,0,0
16255,TA-16256,SP-0029,25.4,1.65,33.0,1,63.5,N,N,N,N,EF-003,EF-003,0,0,0
16256,TA-16257,SP-0029,101.6,1.65,84.0,2,101.6,Y,Y,N,N,EF-023,EF-017,0,0,0
16257,TA-16258,SP-0029,15.88,1.24,62.0,4,31.75,N,N,N,N,EF-003,EF-017,0,0,0
16258,TA-16259,SP-0029,12.7,1.65,112.0,7,25.4,N,N,N,Y,EF-003,EF-003,0,0,0
16259,TA-16260,SP-0029,12.7,1.65,116.0,7,25.4,N,N,N,Y,EF-003,EF-003,0,0,0
16260,TA-16261,SP-0035,9.52,0.89,141.0,5,19.05,N,N,N,N,EF-018,EF-018,0,0,0
16261,TA-16262,SP-0035,9.52,0.89,56.0,6,19.05,N,N,N,N,EF-018,EF-018,0,0,0
16262,TA-16263,SP-0029,88.9,1.65,222.0,3,101.6,N,N,N,N,EF-009,EF-009,2,0,0
16263,TA-16264,SP-0029,101.6,1.65,221.0,3,152.4,N,N,N,N,EF-009,EF-009,1,0,0
16264,TA-16265,SP-0029,19.05,1.65,51.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16265,TA-16266,SP-0029,19.05,3.05,55.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16266,TA-16267,SP-0035,6.35,0.71,62.0,3,19.05,N,N,N,Y,EF-003,EF-003,0,0,0
16267,TA-16268,SP-0029,9.52,1.65,33.0,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0
16268,TA-16269,SP-0029,9.52,1.65,80.0,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0
16269,TA-16270,SP-0029,9.52,1.65,28.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16270,TA-16271,SP-0029,9.52,1.65,59.0,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16271,TA-16272,SP-0029,9.52,1.65,40.0,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0
16272,TA-16273,SP-0029,25.4,1.65,60.0,3,50.8,N,N,N,N,EF-012,EF-003,1,0,0
16273,TA-16274,SP-0029,12.7,1.65,74.0,5,25.4,N,N,N,N,EF-003,EF-003,0,0,0
16274,TA-16275,SP-0035,63.5,1.65,200.0,5,88.9,N,N,N,N,EF-017,EF-017,0,0,0
16275,TA-16276,SP-0029,9.52,1.65,44.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16276,TA-16277,SP-0029,9.52,1.65,52.0,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16277,TA-16278,SP-0029,44.45,1.65,22.0,1,76.2,N,N,N,Y,EF-003,EF-017,0,0,0
16278,TA-16279,SP-0033,127.0,1.65,32.0,1,139.7,Y,Y,Y,Y,EF-018,EF-017,0,0,0
16279,TA-16280,SP-0033,127.0,1.65,30.0,1,139.7,Y,Y,Y,Y,EF-018,EF-017,0,0,0
16280,TA-16281,SP-0033,127.0,1.65,68.0,2,139.7,Y,Y,Y,Y,NONE,EF-017,0,0,0
16281,TA-16282,SP-0033,127.0,1.65,70.0,2,139.7,Y,Y,Y,Y,NONE,EF-017,0,0,0
16282,TA-16283,SP-0029,9.52,1.65,80.0,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0
16283,TA-16284,SP-0029,9.52,1.65,79.0,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0
16284,TA-16285,SP-0029,9.52,1.65,66.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
16285,TA-16286,SP-0029,9.52,1.65,75.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
16286,TA-16287,SP-0029,9.52,1.65,65.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
16287,TA-16288,SP-0029,9.52,1.65,59.0,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0
16288,TA-16289,SP-0029,15.88,1.65,190.0,9,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16289,TA-16290,SP-0029,12.7,1.65,79.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
16290,TA-16291,SP-0037,6.35,0.89,15.0,2,12.7,N,N,N,N,EF-008,EF-008,0,0,0
16291,TA-16292,SP-0037,6.35,0.89,92.0,4,12.7,N,N,N,N,EF-008,EF-008,0,0,0
16292,TA-16293,SP-0029,50.8,1.65,19.0,1,101.6,Y,Y,Y,Y,NONE,NONE,0,0,0
16293,TA-16294,SP-0029,31.75,3.05,72.0,1,76.2,N,N,N,N,EF-003,NONE,0,0,0
16294,TA-16295,SP-0046,34.0,4.0,74.0,2,90.0,N,N,N,N,EF-021,EF-021,0,0,0
16295,TA-16296,SP-0037,50.8,1.65,37.0,3,50.8,Y,Y,N,Y,EF-005,EF-017,1,0,0
16296,TA-16297,SP-0038,63.5,1.65,164.0,2,63.5,N,N,N,N,EF-017,EF-009,0,0,0
16297,TA-16298,SP-0038,63.5,1.65,84.0,2,101.6,N,N,N,N,EF-009,EF-017,0,0,0
16298,TA-16299,SP-0029,19.05,1.65,105.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16299,TA-16300,SP-0029,15.88,1.65,97.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16300,TA-16301,SP-0029,19.05,1.65,191.0,6,50.8,N,N,N,N,EF-002,EF-002,0,0,0
16301,TA-16302,SP-0029,15.88,1.65,137.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16302,TA-16303,SP-0029,19.05,1.65,68.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16303,TA-16304,SP-0029,15.88,1.65,28.0,1,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16304,TA-16305,SP-0029,19.05,1.65,127.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16305,TA-16306,SP-0029,19.05,1.65,94.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16306,TA-16307,SP-0029,19.05,1.65,49.0,0,0.0,N,N,N,N,EF-003,EF-003,0,0,0
16307,TA-16308,SP-0029,50.8,1.65,87.0,2,101.6,N,N,N,N,EF-003,NONE,0,0,0
16308,TA-16309,SP-0029,50.8,1.65,127.0,4,101.6,Y,Y,N,N,EF-003,EF-017,0,0,0
16309,TA-16310,SP-0029,63.5,1.65,158.0,4,152.4,N,N,N,N,EF-017,EF-017,0,0,0
16310,TA-16311,SP-0029,63.5,1.65,93.0,1,127.0,N,N,N,N,EF-017,EF-017,0,0,0
16311,TA-16312,SP-0029,9.52,0.89,67.0,4,19.05,N,N,N,N,EF-003,EF-017,0,0,0
16312,TA-16313,SP-0029,50.8,1.65,72.0,2,101.6,N,Y,N,N,EF-003,EF-017,0,0,0
16313,TA-16314,SP-0037,50.8,1.65,199.0,5,152.4,N,N,N,Y,EF-017,EF-017,0,0,0
16314,TA-16315,SP-0037,50.8,1.65,113.0,2,152.4,Y,Y,N,N,EF-017,EF-017,0,0,0
16315,TA-16316,SP-0038,63.5,1.65,192.0,3,152.4,N,N,N,N,EF-017,EF-017,1,0,0
16316,TA-16317,SP-0038,63.5,1.65,219.0,2,152.4,N,N,N,N,EF-017,EF-017,1,0,0
16317,TA-16318,SP-0029,63.5,1.65,50.0,2,152.4,N,Y,N,Y,EF-023,NONE,0,0,0
16318,TA-16319,SP-0029,76.2,1.65,45.0,1,152.4,N,N,N,Y,EF-023,NONE,0,0,0
16319,TA-16320,SP-0029,9.52,0.89,28.0,2,19.05,N,N,N,N,EF-003,EF-006,0,0,0
16320,TA-16321,SP-0029,38.1,1.65,103.0,5,76.2,N,Y,N,Y,EF-003,EF-010,1,0,0
16321,TA-16322,SP-0033,127.0,1.65,115.0,3,127.0,N,Y,N,Y,EF-017,EF-017,0,0,0
16322,TA-16323,SP-0033,127.0,1.65,119.0,3,127.0,N,Y,N,Y,EF-017,EF-017,3,0,0
16323,TA-16324,SP-0033,101.6,2.11,74.0,1,101.6,N,N,N,N,EF-017,EF-017,0,0,0
16324,TA-16325,SP-0033,101.6,2.11,59.0,1,101.6,N,Y,N,N,EF-017,EF-017,0,0,0
16325,TA-16326,SP-0033,101.6,2.11,59.0,1,101.6,N,Y,N,N,EF-017,EF-017,1,0,0
16326,TA-16327,SP-0029,25.4,2.11,101.0,5,50.8,N,N,N,N,EF-013,EF-013,1,0,0
16327,TA-16328,SP-0029,25.4,1.65,175.0,8,50.8,N,N,N,N,EF-013,EF-013,0,0,0
16328,TA-16329,SP-0029,25.4,3.05,33.0,2,50.8,N,N,N,N,EF-012,EF-012,0,0,0
16329,TA-16330,SP-0029,127.0,1.65,33.0,1,127.0,Y,Y,N,Y,EF-009,EF-017,2,0,0
16330,TA-16331,SP-0029,76.2,1.65,58.0,2,152.4,N,Y,N,N,EF-023,EF-017,0,0,0
16331,TA-16332,SP-0029,63.5,1.65,80.0,2,152.4,N,N,N,N,EF-023,EF-017,0,0,0
16332,TA-16333,SP-0029,38.1,1.65,24.0,0,0.0,N,N,N,N,EF-017,EF-023,0,0,0
16333,TA-16334,SP-0029,25.4,3.05,136.0,4,63.5,N,N,N,N,EF-003,EF-003,0,0,0
16334,TA-16335,SP-0029,25.4,3.05,121.0,4,63.5,N,N,N,N,EF-003,EF-003,0,0,0
16335,TA-16336,SP-0029,25.4,3.05,132.0,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0
16336,TA-16337,SP-0029,25.4,3.05,114.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16337,TA-16338,SP-0029,19.05,3.05,111.0,4,38.1,N,Y,N,Y,EF-003,EF-003,0,0,0
16338,TA-16339,SP-0029,19.05,3.05,132.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16339,TA-16340,SP-0029,25.4,3.05,37.0,2,50.8,Y,Y,N,N,EF-003,EF-003,0,0,0
16340,TA-16341,SP-0029,25.4,3.05,56.0,3,63.5,N,N,N,N,EF-003,EF-003,0,0,0
16341,TA-16342,SP-0029,25.4,3.05,37.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16342,TA-16343,SP-0029,25.4,3.05,56.0,3,63.5,N,N,N,N,EF-003,EF-003,0,0,0
16343,TA-16344,SP-0035,19.05,1.65,83.0,1,38.1,N,N,N,N,EF-003,EF-003,0,0,0
16344,TA-16345,SP-0046,30.0,4.0,54.0,3,45.0,N,N,N,Y,EF-023,EF-023,0,0,0
16345,TA-16346,SP-0046,30.0,4.0,56.0,3,45.0,N,N,N,Y,EF-023,EF-023,0,0,0
16346,TA-16347,SP-0046,30.0,4.0,55.0,3,45.0,N,N,N,Y,EF-023,EF-023,0,0,0
16347,TA-16348,SP-0028,44.45,1.65,49.0,2,101.6,N,Y,N,Y,EF-023,EF-023,0,0,0
16348,TA-16349,SP-0029,25.4,1.65,180.0,6,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16349,TA-16350,SP-0029,9.52,0.89,188.0,7,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16350,TA-16351,SP-0029,25.4,1.65,162.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16351,TA-16352,SP-0048,38.1,3.96,431.0,1,76.2,N,N,N,N,EF-012,EF-012,0,0,0
16352,TA-16353,SP-0029,12.7,0.89,178.0,6,25.4,N,N,N,N,EF-003,EF-003,0,0,0
16353,TA-16354,SP-0029,9.52,1.65,171.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16354,TA-16355,SP-0029,12.7,0.89,177.0,6,25.4,N,N,N,N,EF-003,EF-003,0,0,0
16355,TA-16356,SP-0029,9.52,1.65,29.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16356,TA-16357,SP-0029,15.88,1.24,161.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
16357,TA-16358,SP-0029,15.88,1.24,177.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
16358,TA-16359,SP-0029,19.05,1.24,168.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
16359,TA-16360,SP-0029,19.05,1.24,21.0,1,31.8,N,N,N,Y,NONE,EF-003,0,0,0
16360,TA-16361,SP-0048,31.75,3.96,167.0,4,76.2,N,N,N,N,EF-012,EF-023,0,0,0
16361,TA-16362,SP-0029,9.52,1.24,84.0,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0
16362,TA-16363,SP-0029,9.52,1.24,85.0,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0
16363,TA-16364,SP-0029,19.05,1.65,61.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16364,TA-16365,SP-0029,19.05,1.65,56.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16365,TA-16366,SP-0035,9.52,1.24,34.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16366,TA-16367,SP-0035,6.35,0.89,34.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16367,TA-16368,SP-0029,57.15,1.65,189.0,5,114.3,N,N,N,N,EF-009,EF-009,2,0,0
16368,TA-16369,SP-0035,9.52,1.24,43.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16369,TA-16370,SP-0029,63.5,1.65,78.0,2,127.0,N,Y,Y,Y,EF-017,EF-017,0,0,0
16370,TA-16371,SP-0029,9.52,1.65,31.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
16371,TA-16372,SP-0029,9.52,1.65,15.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
16372,TA-16373,SP-0029,9.52,1.24,72.0,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0
16373,TA-16374,SP-0029,9.52,1.24,72.0,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0
16374,TA-16375,SP-0029,19.05,1.65,105.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
16375,TA-16376,SP-0029,19.05,1.65,132.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
16376,TA-16377,SP-0029,9.52,1.65,56.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16377,TA-16378,SP-0029,9.52,0.89,46.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16378,TA-16379,SP-0029,9.52,0.89,27.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16379,TA-16380,SP-0029,9.52,0.89,44.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16380,TA-16381,SP-0029,9.52,0.89,57.0,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16381,TA-16382,SP-0029,9.52,0.89,53.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16382,TA-16383,SP-0029,25.4,1.65,30.0,3,63.5,N,Y,N,Y,EF-003,EF-003,0,0,0
16383,TA-16384,SP-0029,25.4,1.65,50.0,2,63.5,N,Y,N,N,EF-003,EF-003,0,0,0
16384,TA-16385,SP-0029,9.52,0.89,38.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16385,TA-16386,SP-0029,63.5,1.65,10.0,0,0.0,N,Y,N,Y,EF-009,EF-017,0,0,0
16386,TA-16387,SP-0035,6.35,0.89,67.0,8,19.05,N,N,N,N,EF-018,EF-005,0,0,0
16387,TA-16388,SP-0029,12.7,1.65,61.0,5,25.4,N,N,N,N,EF-003,EF-003,0,0,0
16388,TA-16389,SP-0029,12.7,1.65,70.0,5,25.4,N,N,N,N,EF-003,EF-003,0,0,0
16389,TA-16390,SP-0029,101.6,2.11,18.0,1,101.6,Y,Y,Y,Y,EF-023,EF-017,0,0,0
16390,TA-16391,SP-0029,101.6,2.11,21.0,1,101.6,Y,Y,Y,Y,EF-023,EF-017,0,0,0
16391,TA-16392,SP-0029,101.6,2.11,22.0,1,101.6,Y,Y,Y,Y,EF-023,EF-017,0,0,0
16392,TA-16393,SP-0029,101.6,2.11,21.0,1,101.6,Y,Y,Y,Y,EF-023,EF-017,0,0,0
16393,TA-16394,SP-0029,88.9,1.65,169.0,2,152.4,N,N,Y,Y,EF-009,NONE,0,0,0
16394,TA-16395,SP-0029,31.75,1.65,53.0,2,76.2,N,N,N,N,EF-003,EF-009,1,0,0
16395,TA-16396,SP-0019,6.35,0.71,82.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16396,TA-16397,SP-0019,6.35,0.71,90.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16397,TA-16398,SP-0029,19.05,1.65,40.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16398,TA-16399,SP-0029,19.05,1.65,38.0,2,38.1,N,Y,N,N,EF-003,EF-003,0,0,0
16399,TA-16400,SP-0029,12.7,0.89,98.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
16400,TA-16401,SP-0029,31.75,3.05,138.0,6,76.2,N,N,N,N,EF-003,EF-003,0,0,0
16401,TA-16402,SP-0029,31.75,3.05,138.0,6,76.2,N,N,N,N,EF-003,EF-003,0,0,0
16402,TA-16403,SP-0029,31.75,3.05,133.0,6,76.2,N,N,N,N,EF-003,EF-003,0,0,0
16403,TA-16404,SP-0029,31.75,3.05,133.0,6,76.2,N,N,N,N,EF-003,EF-003,0,0,0
16404,TA-16405,SP-0029,31.75,3.05,140.0,5,76.2,N,N,N,N,EF-003,EF-003,0,0,0
16405,TA-16406,SP-0029,31.75,3.05,140.0,5,76.2,N,N,N,N,EF-003,EF-003,0,0,0
16406,TA-16407,SP-0029,152.4,1.65,51.0,0,0.0,N,N,N,N,EF-009,EF-009,0,0,0
16407,TA-16408,SP-0029,88.9,1.65,168.0,3,152.4,N,Y,N,Y,EF-009,EF-009,0,0,0
16408,TA-16409,SP-0029,15.88,1.65,124.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
16409,TA-16410,SP-0029,15.88,1.65,128.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
16410,TA-16411,SP-0029,38.1,1.65,74.0,3,76.2,N,N,N,Y,EF-003,EF-017,0,0,0
16411,TA-16412,SP-0029,9.52,0.89,21.0,1,31.75,N,N,N,N,EF-003,EF-003,0,0,0
16412,TA-16413,SP-0029,15.88,1.65,42.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
16413,TA-16414,SP-0029,12.7,1.24,54.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
16414,TA-16415,SP-0029,15.88,1.65,126.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16415,TA-16416,SP-0029,12.7,1.65,147.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
16416,TA-16417,SP-0029,9.52,1.65,83.0,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0
16417,TA-16418,SP-0029,9.52,1.65,75.0,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0
16418,TA-16419,SP-0029,9.52,0.89,172.0,10,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16419,TA-16420,SP-0029,9.52,0.89,161.0,9,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16420,TA-16421,SP-0029,9.52,0.89,150.0,7,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16421,TA-16422,SP-0029,9.52,0.89,140.0,7,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16422,TA-16423,SP-0029,19.05,1.65,76.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16423,TA-16424,SP-0029,50.8,1.65,20.0,0,0.0,N,N,N,N,EF-017,NONE,0,0,0
16424,TA-16425,SP-0029,101.6,1.65,180.0,4,152.4,N,Y,Y,Y,EF-023,EF-023,1,0,0
16425,TA-16426,SP-0029,101.6,1.65,224.0,5,101.6,N,N,Y,Y,EF-023,EF-023,1,0,0
16426,TA-16427,SP-0029,88.9,1.65,253.0,4,88.9,N,N,N,N,EF-023,EF-023,1,0,0
16427,TA-16428,SP-0029,88.9,1.65,194.0,4,152.4,N,N,N,N,EF-023,EF-023,1,0,0
16428,TA-16429,SP-0029,25.4,1.65,16.0,1,63.5,N,N,N,N,EF-003,EF-017,0,0,0
16429,TA-16430,SP-0029,9.52,1.24,169.0,4,19.05,N,Y,N,N,EF-003,EF-003,0,0,0
16430,TA-16431,SP-0029,9.52,0.89,123.0,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16431,TA-16432,SP-0035,12.7,1.65,172.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
16432,TA-16433,SP-0029,9.52,1.65,70.0,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0
16433,TA-16434,SP-0029,12.7,1.24,81.0,6,25.4,N,N,N,N,EF-003,EF-003,0,0,0
16434,TA-16435,SP-0029,63.5,1.65,67.0,2,101.6,N,N,N,Y,EF-017,EF-017,1,0,0
16435,TA-16436,SP-0029,152.4,1.65,54.0,1,152.4,N,Y,Y,Y,EF-017,EF-017,0,0,0
16436,TA-16437,SP-0033,127.0,1.65,38.0,4,127.0,Y,Y,Y,Y,EF-023,NONE,0,0,0
16437,TA-16438,SP-0029,15.88,2.41,74.0,4,38.1,N,Y,N,N,EF-003,EF-003,0,0,0
16438,TA-16439,SP-0029,15.88,2.41,69.0,4,38.1,Y,Y,N,N,EF-003,EF-003,0,0,0
16439,TA-16440,SP-0033,101.6,1.65,87.0,2,101.6,N,Y,N,Y,EF-017,EF-017,0,0,0
16440,TA-16441,SP-0029,88.9,1.65,184.0,2,101.6,N,N,N,N,EF-019,NONE,2,0,0
16441,TA-16442,SP-0048,25.4,3.05,102.0,6,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16442,TA-16443,SP-0029,152.4,1.65,30.0,0,0.0,N,Y,N,Y,EF-003,NONE,0,0,0
16443,TA-16444,SP-0033,101.6,1.65,76.0,2,101.6,N,Y,N,N,EF-017,EF-017,0,0,0
16444,TA-16445,SP-0029,63.5,1.65,69.0,2,127.0,N,N,N,Y,EF-017,EF-017,0,0,0
16445,TA-16446,SP-0033,101.6,1.65,100.0,2,101.6,N,N,Y,Y,EF-017,EF-017,0,0,0
16446,TA-16447,SP-0029,25.4,1.65,18.0,1,50.8,N,N,N,Y,EF-003,EF-003,0,0,0
16447,TA-16448,SP-0029,25.4,3.05,277.0,1,63.5,N,N,N,N,EF-003,EF-003,0,0,0
16448,TA-16449,SP-0029,25.4,3.05,229.0,1,63.5,N,N,N,N,EF-003,EF-003,0,0,0
16449,TA-16450,SP-0046,25.4,3.05,272.0,3,63.5,N,N,N,N,EF-003,EF-003,0,0,0
16450,TA-16451,SP-0029,25.4,3.05,234.0,1,63.5,N,N,N,N,EF-003,EF-003,0,0,0
16451,TA-16452,SP-0029,25.4,3.05,269.0,3,63.5,N,N,N,N,EF-003,EF-003,0,0,0
16452,TA-16453,SP-0029,25.4,3.05,230.0,1,63.5,N,N,N,N,EF-003,EF-003,0,0,0
16453,TA-16454,SP-0029,25.4,3.05,185.0,0,0.0,N,N,N,N,EF-003,EF-003,0,0,0
16454,TA-16455,SP-0029,25.4,3.05,187.0,0,0.0,N,N,N,N,EF-003,EF-003,0,0,0
16455,TA-16456,SP-0046,31.75,2.11,264.0,3,76.2,N,N,N,N,EF-003,EF-003,0,0,0
16456,TA-16457,SP-0029,25.4,3.05,198.0,4,63.5,N,N,N,N,EF-003,EF-003,0,0,0
16457,TA-16458,SP-0029,25.4,3.05,196.0,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0
16458,TA-16459,SP-0048,25.4,3.05,46.0,2,63.5,N,N,N,N,EF-003,EF-012,0,0,0
16459,TA-16460,SP-0048,25.4,3.05,270.0,0,0.0,N,N,N,N,EF-003,EF-003,0,0,0
16460,TA-16461,SP-0029,31.75,3.96,256.0,2,76.2,N,N,N,N,EF-003,EF-003,0,0,0
16461,TA-16462,SP-0029,38.1,3.4,94.0,4,50.8,N,Y,N,N,EF-003,EF-003,0,0,0
16462,TA-16463,SP-0029,76.2,3.05,149.0,4,152.4,Y,Y,N,N,EF-023,EF-023,1,0,0
16463,TA-16464,SP-0029,88.9,1.65,117.0,2,152.4,N,N,N,N,EF-003,EF-023,0,0,0
16464,TA-16465,SP-0029,12.7,1.65,60.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
16465,TA-16466,SP-0029,12.7,1.65,68.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
16466,TA-16467,SP-0029,12.7,1.65,62.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
16467,TA-16468,SP-0029,12.7,1.65,65.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
16468,TA-16469,SP-0029,12.7,1.65,58.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
16469,TA-16470,SP-0029,12.7,1.65,98.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
16470,TA-16471,SP-0029,12.7,1.65,53.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
16471,TA-16472,SP-0029,12.7,1.65,106.0,4,38.1,N,N,N,Y,EF-003,EF-003,0,0,0
16472,TA-16473,SP-0029,19.05,2.11,114.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16473,TA-16474,SP-0029,12.7,1.65,118.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
16474,TA-16475,SP-0048,25.4,3.05,94.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16475,TA-16476,SP-0048,25.4,3.05,94.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0
16476,TA-16477,SP-0029,9.52,1.65,217.0,10,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16477,TA-16478,SP-0029,9.52,1.65,218.0,10,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16478,TA-16479,SP-0029,9.52,1.65,135.0,8,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16479,TA-16480,SP-0029,9.52,1.65,138.0,8,19.05,N,N,N,N,EF-003,EF-003,0,0,0
16480,TA-16481,SP-0039,6.35,0.71,137.0,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0
16481,TA-16482,SP-0039,6.35,0.71,123.0,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0
16482,TA-16483,SP-0035,6.35,0.89,147.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0
16483,TA-16484,SP-0035,6.35,0.89,140.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0
16484,TA-16485,SP-0035,6.35,0.89,103.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0
16485,TA-16486,SP-0035,6.35,0.89,147.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0
16486,TA-16487,SP-0035,6.35,0.89,140.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0
16487,TA-16488,SP-0029,19.05,1.65,98.0,7,38.1,N,N,N,Y,EF-003,EF-003,0,0,0
16488,TA-16489,SP-0035,6.35,0.89,149.0,6,19.05,N,N,N,N,EF-008,EF-008,0,0,0
