tube_assembly_id,material_id,diameter,wall,length,num_bends,bend_radius,end_a_1x,end_a_2x,end_x_1x,end_x_2x,end_a,end_x,num_boss,num_bracket,other,forming_a,forming_x
TA-15337,SP-0037,6.35,0.89,25.0,4,19.05,N,N,N,N,EF-008,EF-017,0,0,0,Yes,Yes
TA-15338,SP-0037,6.35,0.89,99.0,9,19.05,N,N,N,N,EF-008,EF-017,0,0,0,Yes,Yes
TA-15339,SP-0037,6.35,0.89,45.0,6,19.05,N,N,N,N,EF-008,EF-017,0,0,0,Yes,Yes
TA-15340,SP-0037,6.35,0.89,76.0,6,19.05,N,N,N,N,EF-008,NONE,0,0,0,Yes,No
TA-15341,SP-0037,6.35,0.89,25.0,2,19.05,N,N,N,N,EF-008,EF-017,0,0,0,Yes,Yes
TA-15342,SP-0037,6.35,0.89,41.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes
TA-15343,SP-0037,6.35,0.89,21.0,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes
TA-15344,SP-0037,6.35,0.89,51.0,4,19.05,N,N,N,N,EF-008,EF-017,0,0,0,Yes,Yes
TA-15345,SP-0037,6.35,0.89,11.0,1,19.05,N,N,N,N,EF-008,EF-017,0,0,0,Yes,Yes
TA-15346,SP-0037,6.35,0.89,83.0,7,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15347,SP-0037,6.35,0.89,22.0,2,19.05,N,N,N,N,EF-008,EF-017,0,0,0,Yes,Yes
TA-15348,SP-0037,6.35,0.89,27.0,3,19.05,N,N,N,N,EF-008,EF-017,0,0,0,Yes,Yes
TA-15349,SP-0037,6.35,0.89,71.0,4,19.05,N,N,N,N,EF-008,EF-017,0,0,0,Yes,Yes
TA-15350,SP-0029,9.52,1.65,54.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15351,SP-0029,9.52,1.65,43.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15352,SP-0029,63.5,1.65,7.0,0,0.0,N,Y,N,Y,EF-003,EF-017,0,0,0,No,Yes
TA-15353,SP-0029,50.8,1.65,88.0,4,101.6,N,Y,N,Y,EF-003,EF-017,0,0,0,No,Yes
TA-15354,SP-0029,38.1,1.65,99.0,4,63.5,N,N,N,Y,EF-003,EF-017,0,0,0,No,Yes
TA-15355,SP-0029,9.52,1.65,34.0,1,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15356,SP-0029,9.52,1.65,188.0,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15357,SP-0029,9.52,1.65,189.0,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15358,SP-0029,9.52,1.65,155.0,5,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15359,SP-0029,9.52,1.65,155.0,5,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15360,SP-0029,9.52,1.65,165.0,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15361,SP-0029,9.52,1.65,165.0,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15362,SP-0029,22.22,1.65,98.0,1,63.5,N,N,N,Y,EF-003,EF-003,0,0,0,No,No
TA-15363,SP-0029,22.22,1.65,90.0,1,63.5,N,N,N,Y,EF-003,EF-003,0,0,0,No,No
TA-15364,SP-0019,15.88,0.89,131.0,1,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15365,SP-0029,25.4,1.65,150.0,2,50.8,N,N,N,N,NONE,EF-003,0,0,0,No,No
TA-15366,SP-0029,15.88,2.41,60.0,2,38.1,N,Y,N,N,EF-003,NONE,0,0,0,No,No
TA-15367,SP-0029,15.88,2.41,60.0,2,38.1,N,Y,N,N,EF-003,NONE,0,0,0,No,No
TA-15368,SP-0019,15.88,0.89,16.0,1,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,No
TA-15369,SP-0037,6.35,0.89,47.0,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes
TA-15370,SP-0037,6.35,0.89,15.0,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes
TA-15371,SP-0037,6.35,0.89,15.0,2,19.05,N,N,N,N,EF-008,EF-017,0,0,0,Yes,Yes
TA-15372,SP-0037,6.35,0.89,65.0,4,19.05,N,N,N,N,EF-008,EF-017,0,0,0,Yes,Yes
TA-15373,SP-0037,6.35,0.89,17.0,1,19.05,N,N,N,N,EF-008,EF-017,0,0,0,Yes,Yes
TA-15374,SP-0029,127.0,1.65,139.0,2,127.0,Y,Y,Y,Y,EF-023,EF-017,0,0,0,No,Yes
TA-15375,SP-0037,6.35,0.89,51.0,4,19.05,N,N,N,N,EF-008,EF-017,0,0,0,Yes,Yes
TA-15376,SP-0035,38.1,1.65,132.0,5,63.5,Y,Y,N,Y,EF-003,EF-012,0,0,0,No,No
TA-15377,SP-0019,15.88,0.89,33.0,2,38.1,N,N,N,N,EF-003,NONE,0,0,0,No,No
TA-15378,SP-0029,12.7,0.89,29.0,3,25.4,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15379,SP-0029,101.6,2.11,21.0,1,101.6,Y,Y,Y,Y,EF-023,NONE,0,0,0,No,No
TA-15380,SP-0029,101.6,2.11,22.0,1,101.6,Y,Y,Y,Y,EF-023,NONE,0,0,0,No,No
TA-15381,SP-0029,101.6,2.11,21.0,1,101.6,Y,Y,Y,Y,EF-023,NONE,0,0,0,No,No
TA-15382,SP-0029,101.6,2.11,18.0,1,101.6,Y,Y,Y,Y,EF-023,NONE,0,0,0,No,No
TA-15383,SP-0029,25.4,1.65,137.0,7,50.8,N,N,N,N,EF-013,EF-013,0,0,0,Yes,Yes
TA-15384,SP-0035,9.52,0.89,93.0,3,19.05,N,N,N,N,EF-003,EF-017,0,0,0,No,Yes
TA-15385,SP-0029,25.4,1.65,182.0,6,50.8,N,N,N,N,EF-017,EF-017,0,0,0,Yes,Yes
TA-15386,SP-0035,6.35,0.71,83.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15387,SP-0035,6.35,0.71,51.0,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15388,SP-0035,6.35,0.71,53.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15389,SP-0035,6.35,0.71,66.0,5,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15390,SP-0035,6.35,0.71,66.0,5,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15391,SP-0035,6.35,0.71,53.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15392,SP-0035,6.35,0.71,51.0,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15393,SP-0035,6.35,0.71,111.0,7,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15394,SP-0035,6.35,0.71,97.0,8,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15395,SP-0035,6.35,0.71,95.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15396,SP-0035,6.35,0.71,126.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15397,SP-0035,6.35,0.71,113.0,7,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15398,SP-0035,6.35,0.71,99.0,8,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15399,SP-0035,6.35,0.71,97.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15400,SP-0035,6.35,0.71,65.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15401,SP-0035,6.35,0.71,111.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15402,SP-0029,12.7,1.65,72.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15403,SP-0029,12.7,1.65,121.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15404,SP-0029,12.7,1.65,74.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15405,SP-0035,6.35,0.71,112.0,0,0.0,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15406,SP-0035,6.35,0.71,128.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15407,SP-0035,6.35,0.71,142.0,7,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15408,SP-0035,6.35,0.71,128.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15409,SP-0035,6.35,0.71,142.0,7,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15410,SP-0035,6.35,0.71,158.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15411,SP-0035,6.35,0.71,90.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15412,SP-0037,6.35,0.89,22.0,2,19.05,N,N,N,N,EF-018,EF-017,0,0,0,Yes,Yes
TA-15413,SP-0037,6.35,0.89,46.0,2,19.05,N,N,N,N,EF-018,EF-017,0,0,0,Yes,Yes
TA-15414,SP-0037,6.35,0.89,43.0,2,19.05,N,N,N,N,EF-018,EF-017,0,0,0,Yes,Yes
TA-15415,SP-0037,6.35,0.89,16.0,2,19.05,N,N,N,N,EF-018,EF-017,0,0,0,Yes,Yes
TA-15416,SP-0029,19.05,3.05,54.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15417,SP-0029,15.88,1.24,118.0,6,38.1,N,N,N,N,EF-017,EF-017,0,0,0,Yes,Yes
TA-15418,SP-0029,15.88,1.24,116.0,7,38.1,N,N,N,N,EF-017,EF-017,0,0,0,Yes,Yes
TA-15419,SP-0046,34.0,4.0,59.0,1,90.0,N,N,N,N,EF-021,NONE,0,0,0,No,No
TA-15420,SP-0029,50.8,1.65,14.0,0,0.0,N,Y,N,Y,EF-009,EF-009,0,0,0,Yes,Yes
TA-15421,SP-0029,63.5,1.65,114.0,2,101.6,N,N,N,N,EF-009,EF-009,0,0,0,Yes,Yes
TA-15422,SP-0029,63.5,1.65,64.0,2,101.6,N,Y,N,Y,EF-009,NONE,0,0,0,Yes,No
TA-15423,SP-0029,63.5,1.65,59.0,0,0.0,N,N,N,N,EF-009,NONE,0,0,0,Yes,No
TA-15424,SP-0029,63.5,1.65,156.0,5,101.6,N,Y,N,N,EF-009,NONE,0,0,0,Yes,No
TA-15425,SP-0029,63.5,1.65,184.0,2,101.6,N,N,N,N,EF-009,NONE,2,0,0,Yes,No
TA-15426,SP-0029,50.8,1.65,133.0,2,101.6,N,N,N,N,NONE,NONE,1,0,0,No,No
TA-15427,SP-0033,101.6,1.65,133.0,4,101.6,N,Y,Y,Y,EF-017,EF-017,0,0,0,Yes,Yes
TA-15428,SP-0033,101.6,1.65,134.0,4,101.6,N,Y,Y,Y,EF-017,EF-017,0,0,0,Yes,Yes
TA-15429,SP-0037,6.35,0.89,10.0,0,0.0,N,N,N,N,EF-018,EF-017,0,0,0,Yes,Yes
TA-15430,SP-0037,6.35,0.89,15.0,1,19.05,N,N,N,N,EF-018,EF-017,0,0,0,Yes,Yes
TA-15431,SP-0037,6.35,0.89,14.0,1,19.05,N,N,N,N,EF-018,EF-017,0,0,0,Yes,Yes
TA-15432,SP-0029,63.5,1.65,188.0,3,101.6,N,N,N,N,EF-009,NONE,0,0,0,Yes,No
TA-15433,SP-0029,63.5,1.65,154.0,2,101.6,N,N,N,N,NONE,NONE,1,0,0,No,No
TA-15434,SP-0029,63.5,1.65,146.0,2,101.6,N,N,N,N,EF-009,NONE,0,0,0,Yes,No
TA-15435,SP-0029,12.7,1.65,198.0,15,31.75,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15436,SP-0029,19.05,1.65,277.0,8,50.8,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15437,SP-0029,15.88,1.65,204.0,6,50.8,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15438,SP-0029,50.8,1.65,101.0,4,101.6,N,Y,N,Y,EF-017,EF-017,0,0,0,Yes,Yes
TA-15439,SP-0029,15.88,1.65,163.0,6,50.8,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15440,SP-0029,19.05,1.65,230.0,8,50.8,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15441,SP-0029,15.88,1.65,177.0,8,50.8,N,N,N,Y,EF-003,EF-003,0,0,0,No,No
TA-15442,SP-0037,6.35,0.89,24.0,2,19.05,N,N,N,N,EF-018,EF-017,0,0,0,Yes,Yes
TA-15443,SP-0037,6.35,0.89,33.0,2,19.05,N,N,N,N,EF-018,EF-017,0,0,0,Yes,Yes
TA-15444,SP-0037,6.35,0.89,31.0,3,19.05,N,N,N,N,EF-018,EF-017,0,0,0,Yes,Yes
TA-15445,SP-0029,25.4,3.05,90.0,4,50.8,N,N,N,Y,EF-003,EF-003,0,0,0,No,No
TA-15446,SP-0029,63.5,1.65,95.0,2,101.6,N,N,N,N,EF-009,EF-017,0,0,0,Yes,Yes
TA-15447,SP-0029,9.52,1.65,18.0,2,19.05,N,N,N,N,EF-003,NONE,0,0,0,No,No
TA-15448,SP-0029,15.88,2.41,31.0,3,38.1,N,Y,N,N,EF-003,EF-003,0,0,0,No,No
TA-15449,SP-0033,101.6,1.65,90.0,2,152.4,N,Y,N,N,EF-017,EF-017,0,0,0,Yes,Yes
TA-15450,SP-0033,101.6,1.65,47.0,1,152.4,N,Y,N,Y,EF-017,EF-017,0,0,0,Yes,Yes
TA-15451,SP-0033,101.6,1.65,87.0,2,152.4,N,Y,N,N,EF-017,EF-017,0,0,0,Yes,Yes
TA-15452,SP-0033,127.0,1.65,76.0,2,139.7,Y,Y,N,N,EF-014,NONE,0,0,0,Yes,No
TA-15453,SP-0033,127.0,1.65,118.0,2,139.7,Y,Y,N,N,EF-008,NONE,0,0,0,Yes,No
TA-15454,SP-0029,12.7,1.24,20.0,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15455,SP-0029,12.7,1.65,27.0,3,25.4,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15456,SP-0029,25.4,1.65,67.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15457,SP-0029,19.05,1.65,67.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15458,SP-0029,19.05,1.65,123.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15459,SP-0029,15.88,1.65,78.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15460,SP-0029,25.4,2.11,93.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15461,SP-0029,15.88,1.24,72.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15462,SP-0029,12.7,1.24,68.0,3,25.4,N,Y,N,N,EF-003,EF-003,0,0,0,No,No
TA-15463,SP-0029,19.05,1.65,24.0,1,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15464,SP-0029,9.52,1.65,57.0,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15465,SP-0029,101.6,1.65,50.0,1,101.6,N,Y,N,N,EF-023,EF-017,0,0,0,No,Yes
TA-15466,SP-0029,63.5,1.65,154.0,3,101.6,N,N,N,N,EF-019,EF-019,1,0,0,Yes,Yes
TA-15467,SP-0029,63.5,1.65,102.0,3,101.6,N,N,N,Y,EF-019,EF-019,1,0,0,Yes,Yes
TA-15468,SP-0019,9.52,0.89,54.0,4,254.0,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15469,SP-0035,9.52,0.89,46.0,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15470,SP-0029,88.9,1.65,79.0,2,101.6,N,Y,N,Y,EF-017,EF-017,0,0,0,Yes,Yes
TA-15471,SP-0033,101.6,1.65,88.0,1,152.4,N,Y,N,N,EF-017,EF-017,0,0,0,Yes,Yes
TA-15472,SP-0033,101.6,1.65,112.0,2,152.4,N,Y,N,N,EF-017,EF-017,0,0,0,Yes,Yes
TA-15473,SP-0033,101.6,1.65,135.0,3,152.4,N,Y,N,Y,EF-017,EF-017,0,0,0,Yes,Yes
TA-15474,SP-0033,127.0,1.65,39.0,3,139.7,Y,Y,Y,Y,NONE,EF-018,0,0,1,No,Yes
TA-15475,SP-0029,9.52,0.71,38.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15476,SP-0029,19.05,1.65,102.0,7,38.1,N,N,N,N,EF-017,EF-017,0,0,0,Yes,Yes
TA-15477,SP-0029,25.4,1.65,145.0,4,50.8,N,N,N,N,EF-017,EF-017,0,0,0,Yes,Yes
TA-15478,SP-0029,15.88,2.41,103.0,6,38.1,N,Y,N,N,EF-003,EF-003,0,0,0,No,No
TA-15479,SP-0029,15.88,2.41,49.0,0,0.0,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15480,SP-0029,15.88,2.41,104.0,7,38.1,N,Y,N,N,EF-003,EF-003,0,0,0,No,No
TA-15481,SP-0029,9.52,1.65,176.0,7,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15482,SP-0029,9.52,1.65,180.0,7,19.05,N,N,N,N,EF-003,NONE,0,0,0,No,No
TA-15483,SP-0029,19.05,1.24,98.0,0,0.0,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15484,SP-0029,25.4,2.41,98.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15485,SP-0029,25.4,2.41,100.0,4,50.8,N,Y,N,Y,EF-003,EF-003,0,0,0,No,No
TA-15486,SP-0029,63.5,1.65,156.0,3,101.6,N,Y,N,N,EF-009,EF-009,1,0,0,Yes,Yes
TA-15487,SP-0029,76.2,1.65,43.0,1,101.6,Y,Y,N,N,EF-023,EF-017,0,0,0,No,Yes
TA-15488,SP-0029,25.4,1.65,44.0,3,63.5,N,N,N,N,EF-003,EF-017,0,0,0,No,Yes
TA-15489,SP-0029,9.52,1.65,157.0,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15490,SP-0029,12.7,2.11,147.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15491,SP-0029,12.7,1.65,85.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15492,SP-0029,15.88,1.65,82.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15493,SP-0029,12.7,1.65,177.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15494,SP-0029,88.9,1.65,171.0,1,101.6,N,N,Y,Y,EF-009,EF-017,0,0,0,Yes,Yes
TA-15495,SP-0039,6.35,0.71,37.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes
TA-15496,SP-0029,9.52,1.65,193.0,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15497,SP-0029,9.52,1.65,54.0,4,31.75,N,N,N,Y,EF-003,EF-003,0,0,0,No,No
TA-15498,SP-0029,9.52,0.89,138.0,6,31.75,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15499,SP-0029,12.7,1.65,57.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15500,SP-0029,19.05,1.65,54.0,2,50.8,N,Y,N,N,EF-003,EF-003,0,0,0,No,No
TA-15501,SP-0029,101.6,1.65,223.0,2,152.4,Y,Y,N,N,EF-009,EF-009,0,0,0,Yes,Yes
TA-15502,SP-0029,76.2,1.65,219.0,0,0.0,N,N,N,N,EF-009,EF-009,0,0,0,Yes,Yes
TA-15503,SP-0029,101.6,1.65,101.0,2,101.6,Y,Y,N,N,EF-009,EF-009,0,0,0,Yes,Yes
TA-15504,SP-0029,101.6,1.65,185.0,1,101.6,N,Y,N,N,EF-009,EF-009,0,0,0,Yes,Yes
TA-15505,SP-0029,19.05,1.65,28.0,2,38.1,N,Y,N,N,EF-003,EF-003,0,0,0,No,No
TA-15506,SP-0029,19.05,1.65,183.0,9,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15507,SP-0029,19.05,1.65,50.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15508,SP-0029,15.88,2.41,93.0,5,38.1,N,Y,N,N,EF-003,EF-003,0,0,0,No,No
TA-15509,SP-0029,15.88,2.41,97.0,6,38.1,N,Y,N,N,EF-003,EF-003,0,0,0,No,No
TA-15510,SP-0029,19.05,2.41,73.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15511,SP-0029,19.05,2.41,68.0,3,38.1,N,N,N,N,EF-003,EF-003,1,0,0,No,No
TA-15512,SP-0029,38.1,1.65,43.0,1,76.2,N,Y,N,N,EF-023,NONE,0,0,0,No,No
TA-15513,SP-0034,15.88,1.24,144.0,4,38.1,N,N,N,N,EF-017,EF-017,0,0,0,Yes,Yes
TA-15514,SP-0034,15.88,1.24,148.0,4,38.1,N,N,N,N,EF-017,EF-017,0,0,0,Yes,Yes
TA-15515,SP-0029,15.88,1.24,30.0,2,38.1,N,Y,N,N,EF-003,EF-003,0,0,0,No,No
TA-15516,SP-0029,6.35,0.71,17.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15517,SP-0029,50.8,1.65,22.0,1,101.6,Y,Y,Y,Y,EF-003,EF-017,0,0,0,No,Yes
TA-15518,SP-0029,25.4,1.65,31.0,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15519,SP-0029,25.4,1.65,31.0,2,63.5,Y,Y,N,N,EF-003,EF-003,0,0,0,No,No
TA-15520,SP-0029,50.8,1.65,27.0,1,76.2,Y,Y,N,N,EF-003,EF-017,0,0,0,No,Yes
TA-15521,SP-0029,19.05,1.24,95.0,7,28.57,N,N,N,N,EF-017,EF-017,0,0,0,Yes,Yes
TA-15522,SP-0029,38.1,1.65,79.0,3,76.2,N,Y,N,N,EF-003,EF-010,1,0,0,No,Yes
TA-15523,SP-0029,76.2,1.65,124.0,3,76.2,N,Y,N,N,EF-009,EF-009,0,0,0,Yes,Yes
TA-15524,SP-0029,88.9,1.65,67.0,1,152.4,N,N,N,Y,EF-009,EF-009,0,0,0,Yes,Yes
TA-15525,SP-0029,88.9,1.65,69.0,1,88.9,N,N,N,N,EF-009,EF-009,0,0,0,Yes,Yes
TA-15526,SP-0039,6.35,0.71,159.0,5,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes
TA-15527,SP-0039,6.35,0.71,163.0,5,19.05,N,N,N,N,EF-008,EF-008,0,0,0,Yes,Yes
TA-15528,SP-0035,6.35,0.71,77.0,1,19.05,N,N,N,N,EF-003,EF-017,0,0,0,No,Yes
TA-15529,SP-0035,6.35,0.71,62.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15530,SP-0029,101.6,2.11,17.0,1,101.6,Y,Y,Y,Y,EF-023,EF-017,0,0,0,No,Yes
TA-15531,SP-0029,101.6,2.11,20.0,1,101.6,Y,Y,Y,Y,EF-023,EF-017,0,0,0,No,Yes
TA-15532,SP-0029,101.6,2.11,20.0,1,101.6,Y,Y,Y,Y,EF-023,NONE,0,0,1,No,No
TA-15533,SP-0035,6.35,0.71,81.0,5,19.05,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15534,SP-0029,19.05,2.11,180.0,8,38.1,N,N,N,Y,EF-003,EF-003,0,0,0,No,No
TA-15535,SP-0029,25.4,1.65,55.0,3,63.5,N,Y,N,Y,EF-003,EF-003,0,0,0,No,No
TA-15536,SP-0029,15.88,1.24,57.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15537,SP-0030,33.4,3.4,112.0,3,101.6,N,N,N,N,EF-023,EF-023,0,0,0,No,No
TA-15538,SP-0030,33.4,3.4,113.0,3,101.6,N,N,N,N,EF-023,EF-023,0,0,0,No,No
TA-15539,SP-0033,101.6,1.65,101.0,3,101.6,Y,Y,N,Y,EF-017,EF-017,1,0,0,Yes,Yes
TA-15540,SP-0033,101.6,1.65,130.0,3,101.6,N,Y,N,Y,EF-017,EF-017,1,0,0,Yes,Yes
TA-15541,SP-0037,6.35,0.89,28.0,3,19.05,N,N,N,N,EF-008,EF-017,0,0,0,Yes,Yes
TA-15542,SP-0033,101.6,1.65,195.0,3,101.6,Y,Y,N,N,EF-017,EF-013,0,0,0,Yes,Yes
TA-15543,SP-0033,127.0,1.65,89.0,2,139.7,N,Y,Y,Y,NONE,EF-006,0,0,0,No,Yes
TA-15544,SP-0033,101.6,1.65,203.0,3,101.6,Y,Y,N,Y,EF-017,EF-017,0,0,0,Yes,Yes
TA-15545,SP-0033,152.4,1.65,203.0,3,177.8,N,N,N,Y,EF-017,EF-017,2,0,0,Yes,Yes
TA-15546,SP-0033,152.4,1.65,97.0,2,177.8,Y,Y,N,Y,EF-017,EF-017,1,0,0,Yes,Yes
TA-15547,SP-0033,152.4,1.65,99.0,2,177.8,Y,Y,N,Y,EF-017,EF-017,1,0,0,Yes,Yes
TA-15548,SP-0033,152.4,1.65,207.0,3,152.4,N,N,N,Y,EF-017,EF-017,2,0,0,Yes,Yes
TA-15549,SP-0029,76.2,1.65,77.0,3,76.2,N,N,N,Y,EF-017,EF-017,1,0,0,Yes,Yes
TA-15550,SP-0029,31.75,1.65,92.0,6,63.5,N,N,N,N,EF-009,EF-009,0,0,0,Yes,Yes
TA-15551,SP-0035,12.7,1.65,55.0,2,38.1,N,N,N,N,EF-018,EF-018,0,0,0,Yes,Yes
TA-15552,SP-0035,25.4,1.65,131.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15553,SP-0028,38.1,1.65,90.0,4,76.2,N,Y,N,Y,EF-003,EF-003,0,0,0,No,No
TA-15554,,15.88,1.65,96.0,6,31.75,N,N,N,N,EF-003,NONE,0,0,0,No,No
TA-15555,,15.88,1.65,56.0,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15556,,15.88,1.65,99.0,8,31.75,N,N,N,N,EF-003,NONE,0,0,0,No,No
TA-15557,SP-0029,12.7,1.24,58.0,3,38.1,N,N,N,N,EF-003,EF-017,0,0,0,No,Yes
TA-15558,SP-0029,12.7,3.05,61.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15559,SP-0029,12.7,3.05,61.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15560,SP-0029,31.75,1.65,92.0,3,76.2,N,N,N,N,EF-017,EF-017,0,0,0,Yes,Yes
TA-15561,SP-0029,25.4,2.41,45.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15562,SP-0029,50.8,3.05,12.0,0,0.0,N,N,N,N,EF-003,EF-017,0,0,0,No,Yes
TA-15563,,31.75,3.96,135.0,0,0.0,N,N,N,N,EF-003,EF-003,0,0,0,No,No
TA-15564,SP-0029,63.5,1.65,35.0,1,127.0,N,N,N,N,EF-003,EF-017,0,0,0,No,Yes
TA-15565,SP-0029,63.5,1.65,87.0,2,127.0,N,N,N,N,EF-017,EF-017,0,0,0,Yes,Yes
TA-15566,SP-0029,63.5,1.65,84.0,2,127.0,Y,Y,N,Y,EF-017,EF-017,0,0,0,Yes,Yes
TA-15567,SP-0029,25.4,1.65,107.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0,No,No
